metric_name,metric_display,metric_kind,metric_type,metric_ unit,metric_resource,metric_description
gcp.compute.instance.cpu.guest_visible_vcpus,Guest Visible vCPUs,GAUGE,DOUBLE,1,gce_instance,"Number of vCPUs visible inside the guest. For many GCE machine types, the number of vCPUs visible inside the guest is equal to the `compute.googleapis.com/instance/cpu/reserved_cores` metric. For shared-core machine types, the number of guest-visible vCPUs differs from the number of resereved cores. For example, e2-small instances have two vCPUs visible inside the guest and 0.5 fractional vCPUs reserved. Therefore, for an e2-small instance,  `compute.googleapis.com/instance/cpu/guest_visible_vcpus` has a value of 2 and `compute.googleapis.com/instance/cpu/reserved_cores` has a value of 0.5. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.cpu.reserved_cores,Reserved vCPUs,GAUGE,DOUBLE,1,gce_instance,"Number of vCPUs reserved on the host of the instance. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.cpu.scheduler_wait_time,Scheduler Wait Time,DELTA,DOUBLE,s{idle},gce_instance,"Wait time is the time a vCPU is ready to run, but unexpectedly not scheduled to run. The wait time returned here is the accumulated value for all vCPUs. The time interval for which the value was measured is returned by Monitoring in whole seconds as start_time and end_time. This metric is only available for VMs that belong to the e2 family or to overcommitted VMs on sole-tenant nodes. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.cpu.usage_time,CPU usage,DELTA,DOUBLE,s{CPU},gce_instance,"Delta vCPU usage for all vCPUs, in vCPU-seconds. To compute the per-vCPU utilization fraction, divide this value by (end-start)*N, where end and start define this value's time interval and N is `compute.googleapis.com/instance/cpu/reserved_cores` at the end of the interval. This value is reported by the hypervisor for the VM and can differ from `agent.googleapis.com/cpu/usage_time`, which is reported from inside the VM. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.cpu.utilization,CPU utilization,GAUGE,DOUBLE,10^2.%,gce_instance,"Fractional utilization of allocated CPU on this instance. Values are typically numbers between 0.0 and 1.0 (but some machine types allow bursting above 1.0). Charts display the values as a percentage between 0% and 100% (or more). This metric is reported by the hypervisor for the VM and can differ from `agent.googleapis.com/cpu/utilization`, which is reported from inside the VM. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.disk.max_read_bytes_count,Peak disk read bytes,GAUGE,INT64,By,gce_instance,"Disk's maximum per-second read throughput over a period of time specified by the user. The period must be one minute or longer. Sampled every 60 seconds. After sampling, data is not visible for up to 120 seconds."
gcp.compute.instance.disk.max_read_ops_count,Peak disk read ops,GAUGE,INT64,1,gce_instance,"Disk's maximum per-second read requests count over a period of time specified by the user. The period must be one minute or longer. Sampled every 60 seconds. After sampling, data is not visible for up to 120 seconds."
gcp.compute.instance.disk.max_write_bytes_count,Peak disk write bytes,GAUGE,INT64,By,gce_instance,"Disk's maximum per-second write throughput over a period of time specified by the user. The period must be one minute or longer. Sampled every 60 seconds. After sampling, data is not visible for up to 120 seconds."
gcp.compute.instance.disk.max_write_ops_count,Peak disk write ops,GAUGE,INT64,1,gce_instance,"Disk's maximum per-second write requests count over a period of time specified by the user. The period must be one minute or longer. Sampled every 60 seconds. After sampling, data is not visible for up to 120 seconds."
gcp.compute.instance.disk.read_bytes_count,Disk read bytes,DELTA,INT64,By,gce_instance,"Count of bytes read from disk. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.disk.read_ops_count,Disk read operations,DELTA,INT64,1,gce_instance,"Count of disk read IO operations. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.disk.throttled_read_bytes_count,Throttled read bytes,DELTA,INT64,By,gce_instance,"Count of bytes in throttled read operations. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.disk.throttled_read_ops_count,Throttled read operations,DELTA,INT64,1,gce_instance,"Count of throttled read operations. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.disk.throttled_write_bytes_count,Throttled write bytes,DELTA,INT64,By,gce_instance,"Count of bytes in throttled write operations. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.disk.throttled_write_ops_count,Throttled write operations,DELTA,INT64,1,gce_instance,"Count of throttled write operations. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.disk.write_bytes_count,Disk write bytes,DELTA,INT64,By,gce_instance,"Count of bytes written to disk. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.disk.write_ops_count,Disk write operations,DELTA,INT64,1,gce_instance,"Count of disk write IO operations. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.integrity.early_boot_validation_status,Early Boot Validation,GAUGE,INT64,1,gce_instance,"The validation status of early boot integrity policy. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.integrity.late_boot_validation_status,Late Boot Validation,GAUGE,INT64,1,gce_instance,"The validation status of late boot integrity policy. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.memory.balloon.ram_size,VM Memory Total,GAUGE,INT64,By,gce_instance,"The total amount of memory in the VM. This metric is only available for VMs that belong to the e2 family. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.memory.balloon.ram_used,VM Memory Used,GAUGE,INT64,By,gce_instance,"Memory currently used in the VM. This metric is only available for VMs that belong to the e2 family. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.memory.balloon.swap_in_bytes_count,VM Swap In,DELTA,INT64,By,gce_instance,"The amount of memory read into the guest from its own swap space. This metric is only available for VMs that belong to the e2 family. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.memory.balloon.swap_out_bytes_count,VM Swap Out,DELTA,INT64,By,gce_instance,"The amount of memory written from the guest to its own swap space. This metric is only available for VMs that belong to the e2 family. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.network.received_bytes_count,Received bytes,DELTA,INT64,By,gce_instance,"Count of bytes received from the network. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.network.received_packets_count,Received packets,DELTA,INT64,1,gce_instance,"Count of packets received from the network. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.network.sent_bytes_count,Sent bytes,DELTA,INT64,By,gce_instance,"Count of bytes sent over the network. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.network.sent_packets_count,Sent packets,DELTA,INT64,1,gce_instance,"Count of packets sent over the network. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.uptime,Uptime,DELTA,DOUBLE,s{uptime},gce_instance,"Delta of how long the VM has been running, in seconds. Note: to get the total number of seconds since VM start, use compute.googleapis.com/instance/uptime_total. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance.uptime_total,Uptime Total,GAUGE,INT64,s,gce_instance,"Elapsed time since the VM was started, in seconds. Sampled every 60 seconds. After sampling, data is not visible for up to 120 seconds."
gcp.compute.instance_group.predicted_capacity,Instance group capacity as predicted,GAUGE,DOUBLE,1,instance_group,"Estimated capacity that the instance group will have if predictive autoscaling is enabled. Currently available only for autoscaled instance groups and equal to the predicted number of serving VMs multiplied by utilization target. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance_group.predicted_size,Instance group size as predicted,GAUGE,INT64,1,instance_group,"Estimated number of VMs that the instance group will have if predictive autoscaling is enabled. Currently available only for autoscaled instance groups. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance_group.predicted_utilization,Instance group utilization as predicted,GAUGE,DOUBLE,1,instance_group,"The sum of the estimated values of the scaling metric for all serving VMs if predictive autoscaling is enabled. Currently available only for autoscaled instance groups. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.instance_group.size,Instance group size,GAUGE,INT64,1,instance_group,"The number of VMs in the instance group. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.mirroring.dropped_packets_count,Dropped packets,DELTA,INT64,1,gce_instance,"Count of dropped mirrored packets. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.mirroring.mirrored_bytes_count,Mirrored bytes,DELTA,INT64,By,gce_instance,"Count of mirrored bytes. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.mirroring.mirrored_packets_count,Mirrored packets,DELTA,INT64,1,gce_instance,"Count of mirrored packets. Sampled every 60 seconds. After sampling, data is not visible for up to 240 seconds."
gcp.compute.nat.allocated_ports,Allocated ports,GAUGE,INT64,{port},gce_instance,"Number of ports allocated to a VM by the NAT gateway. Sampled every 60 seconds. After sampling, data is not visible for up to 165 seconds."
gcp.compute.nat.closed_connections_count,Closed connections count,DELTA,INT64,{connection},gce_instance,"Count of connections closed over the NAT gateway. Sampled every 60 seconds. After sampling, data is not visible for up to 165 seconds."
gcp.compute.nat.dropped_received_packets_count,Received packets dropped count,DELTA,INT64,{packet},gce_instance,"Count of received packets dropped by the NAT gateway. Sampled every 60 seconds. After sampling, data is not visible for up to 165 seconds."
gcp.compute.nat.dropped_sent_packets_count,Sent packets dropped count,DELTA,INT64,{packet},gce_instance,"Count of sent packets dropped by the NAT gateway. Sampled every 60 seconds. After sampling, data is not visible for up to 165 seconds."
gcp.compute.nat.new_connections_count,New connections count,DELTA,INT64,{connection},gce_instance,"Count of new connections created over the NAT gateway. Sampled every 60 seconds. After sampling, data is not visible for up to 165 seconds."
gcp.compute.nat.open_connections,Open connections,GAUGE,INT64,{connection},gce_instance,"Number of connections currently open on the NAT gateway. Sampled every 60 seconds. After sampling, data is not visible for up to 165 seconds."
gcp.compute.nat.port_usage,Port usage,GAUGE,INT64,{port},gce_instance,"Maximum number of connections from a VM to a single internet endpoint (IP:port). Sampled every 60 seconds. After sampling, data is not visible for up to 165 seconds."
gcp.compute.nat.received_bytes_count,Received bytes count,DELTA,INT64,By,gce_instance,"Count of bytes received (Internet -> VM) via the NAT gateway. Sampled every 60 seconds. After sampling, data is not visible for up to 165 seconds."
gcp.compute.nat.received_packets_count,Received packets count,DELTA,INT64,{packet},gce_instance,"Count of packets received (Internet -> VM) via the NAT gateway. Sampled every 60 seconds. After sampling, data is not visible for up to 165 seconds."
gcp.compute.nat.sent_bytes_count,Sent bytes count,DELTA,INT64,By,gce_instance,"Count of bytes sent (VM -> Internet) over the NAT gateway. Sampled every 60 seconds. After sampling, data is not visible for up to 165 seconds."
gcp.compute.nat.sent_packets_count,Sent packets count,DELTA,INT64,{packet},gce_instance,"Count of packets sent (VM -> Internet) over the NAT gateway. Sampled every 60 seconds. After sampling, data is not visible for up to 165 seconds."
gcp.compute.quota.instances_per_vpc_network.exceeded,Instances Per VPC Network quota exceeded error,DELTA,INT64,1,compute.googleapis.com/VpcNetwork,Number of attempts to exceed the limit on quota metric compute.googleapis.com/instances_per_vpc_network.
gcp.compute.quota.instances_per_vpc_network.limit,Instances Per VPC Network quota limit,GAUGE,INT64,1,compute.googleapis.com/VpcNetwork,Current limit on quota metric compute.googleapis.com/instances_per_vpc_network. Sampled every 60 seconds.
gcp.compute.quota.instances_per_vpc_network.usage,Instances Per VPC Network quota usage,GAUGE,INT64,1,compute.googleapis.com/VpcNetwork,Current usage on quota metric compute.googleapis.com/instances_per_vpc_network.
gcp.compute.quota.internal_lb_forwarding_rules_per_vpc_network.exceeded,Internal Load Balancer Forwarding Rules per VPC Network quota exceeded error,DELTA,INT64,1,compute.googleapis.com/VpcNetwork,Number of attempts to exceed the limit on quota metric compute.googleapis.com/internal_lb_forwarding_rules_per_vpc_network.
gcp.compute.quota.internal_lb_forwarding_rules_per_vpc_network.limit,Internal Load Balancer Forwarding Rules per VPC Network quota limit,GAUGE,INT64,1,compute.googleapis.com/VpcNetwork,Current limit on quota metric compute.googleapis.com/internal_lb_forwarding_rules_per_vpc_network. Sampled every 60 seconds.
gcp.compute.quota.internal_lb_forwarding_rules_per_vpc_network.usage,Internal Load Balancer Forwarding Rules per VPC Network quota usage,GAUGE,INT64,1,compute.googleapis.com/VpcNetwork,Current usage on quota metric compute.googleapis.com/internal_lb_forwarding_rules_per_vpc_network.
gcp.compute.quota.internal_managed_forwarding_rules_per_vpc_network.exceeded,Internal Managed Forwarding Rules per VPC Network quota exceeded error,DELTA,INT64,1,compute.googleapis.com/VpcNetwork,Number of attempts to exceed the limit on quota metric compute.googleapis.com/internal_managed_forwarding_rules_per_vpc_network.
gcp.compute.quota.internal_managed_forwarding_rules_per_vpc_network.limit,Internal Managed Forwarding Rules per VPC Network quota limit,GAUGE,INT64,1,compute.googleapis.com/VpcNetwork,Current limit on quota metric compute.googleapis.com/internal_managed_forwarding_rules_per_vpc_network. Sampled every 60 seconds.
gcp.compute.quota.internal_managed_forwarding_rules_per_vpc_network.usage,Internal Managed Forwarding Rules per VPC Network quota usage,GAUGE,INT64,1,compute.googleapis.com/VpcNetwork,Current usage on quota metric compute.googleapis.com/internal_managed_forwarding_rules_per_vpc_network.
gcp.compute.quota.internal_protocol_forwarding_rules_per_vpc_network.exceeded,Internal Protocol Forwarding Rules per VPC Network quota exceeded error,DELTA,INT64,1,compute.googleapis.com/VpcNetwork,Number of attempts to exceed the limit on quota metric compute.googleapis.com/internal_protocol_forwarding_rules_per_vpc_network.
gcp.compute.quota.internal_protocol_forwarding_rules_per_vpc_network.limit,Internal Protocol Forwarding Rules per VPC Network quota limit,GAUGE,INT64,1,compute.googleapis.com/VpcNetwork,Current limit on quota metric compute.googleapis.com/internal_protocol_forwarding_rules_per_vpc_network. Sampled every 60 seconds.
gcp.compute.quota.internal_protocol_forwarding_rules_per_vpc_network.usage,Internal Protocol Forwarding Rules per VPC Network quota usage,GAUGE,INT64,1,compute.googleapis.com/VpcNetwork,Current usage on quota metric compute.googleapis.com/internal_protocol_forwarding_rules_per_vpc_network.
gcp.compute.quota.ip_aliases_per_vpc_network.exceeded,IP Aliases per VPC Network quota exceeded error,DELTA,INT64,1,compute.googleapis.com/VpcNetwork,Number of attempts to exceed the limit on quota metric compute.googleapis.com/ip_aliases_per_vpc_network.
gcp.compute.quota.ip_aliases_per_vpc_network.limit,IP Aliases per VPC Network quota limit,GAUGE,INT64,1,compute.googleapis.com/VpcNetwork,Current limit on quota metric compute.googleapis.com/ip_aliases_per_vpc_network. Sampled every 60 seconds.
gcp.compute.quota.ip_aliases_per_vpc_network.usage,IP Aliases per VPC Network quota usage,GAUGE,INT64,1,compute.googleapis.com/VpcNetwork,Current usage on quota metric compute.googleapis.com/ip_aliases_per_vpc_network.
gcp.compute.quota.psc_google_apis_forwarding_rules_per_vpc_network.exceeded,PSC Google APIs Forwarding Rules per VPC Network quota exceeded error,DELTA,INT64,1,compute.googleapis.com/VpcNetwork,Number of attempts to exceed the limit on quota metric compute.googleapis.com/psc_google_apis_forwarding_rules_per_vpc_network.
gcp.compute.quota.psc_google_apis_forwarding_rules_per_vpc_network.limit,PSC Google APIs Forwarding Rules per VPC Network quota limit,GAUGE,INT64,1,compute.googleapis.com/VpcNetwork,Current limit on quota metric compute.googleapis.com/psc_google_apis_forwarding_rules_per_vpc_network. Sampled every 60 seconds.
gcp.compute.quota.psc_google_apis_forwarding_rules_per_vpc_network.usage,PSC Google APIs Forwarding Rules per VPC Network quota usage,GAUGE,INT64,1,compute.googleapis.com/VpcNetwork,Current usage on quota metric compute.googleapis.com/psc_google_apis_forwarding_rules_per_vpc_network.
gcp.compute.quota.psc_ilb_consumer_forwarding_rules_per_producer_vpc_network.exceeded,PSC ILB Consumer Forwarding Rules per Producer VPC Network quota exceeded error,DELTA,INT64,1,compute.googleapis.com/VpcNetwork,Number of attempts to exceed the limit on quota metric compute.googleapis.com/psc_ilb_consumer_forwarding_rules_per_producer_vpc_network.
gcp.compute.quota.psc_ilb_consumer_forwarding_rules_per_producer_vpc_network.limit,PSC ILB Consumer Forwarding Rules per Producer VPC Network quota limit,GAUGE,INT64,1,compute.googleapis.com/VpcNetwork,Current limit on quota metric compute.googleapis.com/psc_ilb_consumer_forwarding_rules_per_producer_vpc_network. Sampled every 60 seconds.
gcp.compute.quota.psc_ilb_consumer_forwarding_rules_per_producer_vpc_network.usage,PSC ILB Consumer Forwarding Rules per Producer VPC Network quota usage,GAUGE,INT64,1,compute.googleapis.com/VpcNetwork,Current usage on quota metric compute.googleapis.com/psc_ilb_consumer_forwarding_rules_per_producer_vpc_network.
gcp.compute.quota.subnet_ranges_per_vpc_network.exceeded,Subnetwork ranges per VPC Network quota exceeded error,DELTA,INT64,1,compute.googleapis.com/VpcNetwork,Number of attempts to exceed the limit on quota metric compute.googleapis.com/subnet_ranges_per_vpc_network.
gcp.compute.quota.subnet_ranges_per_vpc_network.limit,Subnetwork ranges per VPC Network quota limit,GAUGE,INT64,1,compute.googleapis.com/VpcNetwork,Current limit on quota metric compute.googleapis.com/subnet_ranges_per_vpc_network. Sampled every 60 seconds.
gcp.compute.quota.subnet_ranges_per_vpc_network.usage,Subnetwork ranges per VPC Network quota usage,GAUGE,INT64,1,compute.googleapis.com/VpcNetwork,Current usage on quota metric compute.googleapis.com/subnet_ranges_per_vpc_network.
