metric_name,metric_display,metric_kind,metric_type,metric_ unit,metric_resource,metric_description
gcp.cloudsql.database.instance_state,Instance state,GAUGE,BOOL,(blank),cloudsql_database,"The current serving state of the Cloud SQL instance. This can be one of the following: RUNNING:  The instance is running, or is ready to run when accessed. SUSPENDED: The instance is not available, for example due to problems with billing. RUNNABLE: The instance has been stopped by owner. It is not currently running, but it's ready to be restarted. PENDING_CREATE: The instance is being created. MAINTENANCE: The instance is down for maintenance. FAILED: The instance creation failed. UNKNOWN_STATE: The state of the instance is unknown. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.memory.quota,Memory quota,GAUGE,INT64,By,cloudsql_database,"Maximum RAM size in bytes. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.memory.total_usage,Total memory usage,GAUGE,INT64,By,cloudsql_database,"Total RAM usage in bytes including buffer cache. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.memory.usage,Memory usage,GAUGE,INT64,By,cloudsql_database,"RAM usage in bytes. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.memory.utilization,Memory utilization,GAUGE,DOUBLE,1,cloudsql_database,"The fraction of the memory quota that is currently in use. Sampled every 60 seconds. After sampling, data is not visible for up to 150 seconds."
gcp.cloudsql.database.mysql.innodb_buffer_pool_pages_dirty,InnoDB dirty pages,GAUGE,INT64,1,cloudsql_database,"Number of unflushed pages in the InnoDB buffer pool. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.mysql.innodb_buffer_pool_pages_free,InnoDB free pages,GAUGE,INT64,1,cloudsql_database,"Number of unused pages in the InnoDB buffer pool. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.mysql.innodb_buffer_pool_pages_total,InnoDB total pages,GAUGE,INT64,1,cloudsql_database,"Total number of pages in the InnoDB buffer pool. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.mysql.innodb_data_fsyncs,InnoDB fsync calls,DELTA,INT64,1,cloudsql_database,"Delta count of InnoDB fsync() calls. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.mysql.innodb_os_log_fsyncs,InnoDB log fsync calls,DELTA,INT64,1,cloudsql_database,"Delta count of InnoDB fsync() calls to the log file. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.mysql.innodb_pages_read,InnoDB pages read,DELTA,INT64,1,cloudsql_database,"Delta count of InnoDB pages read. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.mysql.innodb_pages_written,InnoDB pages written,DELTA,INT64,1,cloudsql_database,"Delta count of InnoDB pages written. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.mysql.queries,Queries,DELTA,INT64,1,cloudsql_database,"Delta count of statements executed by the server. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.mysql.questions,Questions,DELTA,INT64,1,cloudsql_database,"Delta count of statements executed by the server sent by the client. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.mysql.received_bytes_count,Network bytes received by MySQL,DELTA,INT64,By,cloudsql_database,"Delta count of bytes received by MySQL process. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.mysql.replication.available_for_failover,Available for failover (Deprecated),GAUGE,INT64,1,cloudsql_database,"This is > 0 if the failover operation is available on the master instance.master. The metric is deprecated.  Please use cloudsql.googleapis.com/database/available_for_failover instead. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.mysql.replication.last_io_errno,Available for failover (Deprecated),GAUGE,INT64,1,cloudsql_database,"The error number of the most recent error that caused the I/O thread to stop. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.mysql.replication.last_sql_errno,Last SQL thread error number.,GAUGE,INT64,1,cloudsql_database,"The error number of the most recent error that caused the SQL thread to stop. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.mysql.replication.seconds_behind_master,Replication lag,GAUGE,INT64,s,cloudsql_database,"Number of seconds the read replica is behind its master (approximation). Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.mysql.replication.slave_io_running,Replication lag,GAUGE,STRING,(blank),cloudsql_database,"Indicates whether the I/O thread for reading the master's binary log is running. Possible values are Yes, No and Connecting. Sampled every 60 seconds. After sampling, data is not visible for up to 60 seconds."
gcp.cloudsql.database.mysql.replication.slave_io_running_state,Replication lag,GAUGE,BOOL,(blank),cloudsql_database,"Indicates whether the I/O thread for reading the master's binary log is running. Possible values are Yes, No and Connecting, and the values are exposed through the 'state' field. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.mysql.replication.slave_sql_running,Slave SQL thread running,GAUGE,STRING,(blank),cloudsql_database,"Indicates whether the SQL thread for executing events in the relay log is running. Sampled every 60 seconds. After sampling, data is not visible for up to 60 seconds."
gcp.cloudsql.database.mysql.replication.slave_sql_running_state,Slave SQL thread running state,GAUGE,BOOL,(blank),cloudsql_database,"Indicates whether the SQL thread for executing events in the relay log is running. Possible values are Yes / No, and the values are exposed through the 'state' field. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.mysql.sent_bytes_count,Network bytes sent by MySQL,DELTA,INT64,By,cloudsql_database,"Delta count of bytes sent by MySQL process. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.network.connections,Cloud SQL Connections,GAUGE,INT64,1,cloudsql_database,"Number of connections to databases on the Cloud SQL instance. Only applicable to MySQL and SQL Server. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.network.received_bytes_count,Received bytes,DELTA,INT64,By,cloudsql_database,"Delta count of bytes received through the network. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.network.sent_bytes_count,Sent bytes,DELTA,INT64,By,cloudsql_database,"Delta count of bytes sent through the network. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.postgresql.external_sync.initial_sync_complete,Initial sync complete,GAUGE,BOOL,(blank),cloudsql_database,"Whether all databases on the Postgres External Server (ES) replica have completed the initial sync and are replicating changes from the source. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.postgresql.external_sync.max_replica_byte_lag,Max lag bytes,GAUGE,INT64,By,cloudsql_database,"Replication lag in bytes for Postgres External Server (ES) replicas. Aggregated across all DBs on the replica. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.postgresql.insights.aggregate.execution_time,Execution time,CUMULATIVE,INT64,us{CPU},cloudsql_instance_database,"Accumulated query execution time per user per database. This is the sum of cpu time, io wait time, lock wait time, process context switch, and scheduling for all the processes involved in the query execution."
gcp.cloudsql.database.postgresql.insights.aggregate.io_time,IO time,CUMULATIVE,INT64,us,cloudsql_instance_database,Accumulated IO time per user per database.
gcp.cloudsql.database.postgresql.insights.aggregate.latencies,Latency,CUMULATIVE,DISTRIBUTION,us,cloudsql_instance_database,Query latency distribution per user per database.
gcp.cloudsql.database.postgresql.insights.aggregate.lock_time,Aggregated lock time,CUMULATIVE,INT64,us,cloudsql_instance_database,Accumulated lock wait time per user per database.
gcp.cloudsql.database.postgresql.insights.aggregate.row_count,Affected rows,CUMULATIVE,INT64,1,cloudsql_instance_database,Total number of retrieved or affected rows.
gcp.cloudsql.database.postgresql.insights.aggregate.shared_blk_access_count,Shared blocks cache access.,CUMULATIVE,INT64,1,cloudsql_instance_database,Shared blocks (regular tables & indexed) accessed by statement execution.
gcp.cloudsql.database.postgresql.insights.perquery.execution_time,Per query execution times,CUMULATIVE,INT64,us{CPU},cloudsql_instance_database,"Accumulated execution times per user per database per query.This is the sum of cpu time, io wait time, lock wait time, process context switch, and scheduling for all the processes involved in the query execution."
gcp.cloudsql.database.postgresql.insights.perquery.io_time,Per query IO time,CUMULATIVE,INT64,us,cloudsql_instance_database,Accumulated IO time per user per database per query.
gcp.cloudsql.database.postgresql.insights.perquery.latencies,Per query latency,CUMULATIVE,DISTRIBUTION,us,cloudsql_instance_database,Query latency distribution per user per database per query.
gcp.cloudsql.database.postgresql.insights.perquery.lock_time,Per query lock time,CUMULATIVE,INT64,us,cloudsql_instance_database,Accumulated lock wait time per user per database per query.
gcp.cloudsql.database.postgresql.insights.perquery.row_count,Per query affected rows,CUMULATIVE,INT64,1,cloudsql_instance_database,Total number of retrieved or affected rows.
gcp.cloudsql.database.postgresql.insights.perquery.shared_blk_access_count,Per query Shared blocks cache access,CUMULATIVE,INT64,1,cloudsql_instance_database,Shared blocks (regular tables & indexed) accesssed by statement execution.
gcp.cloudsql.database.postgresql.insights.pertag.execution_time,Per tag execution time,CUMULATIVE,INT64,us{CPU},cloudsql_instance_database,"Accumulated execution times per user per database per tag.This is the sum of cpu time, io wait time, lock wait time, process context switch, and scheduling for all the processes involved in the query execution."
gcp.cloudsql.database.postgresql.insights.pertag.io_time,Per tag IO time,CUMULATIVE,INT64,us,cloudsql_instance_database,Accumulated IO write time per user per database per tag.
gcp.cloudsql.database.postgresql.insights.pertag.latencies,Per tag latency,CUMULATIVE,DISTRIBUTION,us,cloudsql_instance_database,Query latency distribution per user per database per tag.
gcp.cloudsql.database.postgresql.insights.pertag.lock_time,Per tag lock time,CUMULATIVE,INT64,us,cloudsql_instance_database,Accumulated lock wait time per user per database per tag.
gcp.cloudsql.database.postgresql.insights.pertag.row_count,Per tag affected rows,CUMULATIVE,INT64,1,cloudsql_instance_database,Total number of retrieved or affected rows.
gcp.cloudsql.database.postgresql.insights.pertag.shared_blk_access_count,Per tag shared blocks cache accessed,CUMULATIVE,INT64,1,cloudsql_instance_database,Shared blocks (regular tables & indexed) accessed by statement execution.
gcp.cloudsql.database.postgresql.num_backends,PostgreSQL Connections,GAUGE,INT64,1,cloudsql_database,"Number of connections to the Cloud SQL PostgreSQL instance. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.postgresql.replication.replica_byte_lag,Lag bytes,GAUGE,INT64,By,cloudsql_database,"Replication lag in bytes. Reported from the master per replica. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.postgresql.transaction_count,Number of transactions,DELTA,INT64,1,cloudsql_database,"Delta count of number of transactions. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.replication.network_lag,Network lag,GAUGE,INT64,s,cloudsql_database,"Indicates time taken from primary binary log to IO thread on replica. Only applicable to replicas. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.replication.replica_lag,Replication lag,GAUGE,DOUBLE,s,cloudsql_database,"Number of seconds the read replica is behind its master (approximation). Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.replication.state,Replication state,GAUGE,BOOL,(blank),cloudsql_database,"The current serving state of replication. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.state,State,GAUGE,STRING,(blank),cloudsql_database,"The current serving state of the Cloud SQL instance. This can be one of the following: RUNNING:  The instance is *expected* to be running. If an instance experiences unplanned (non-maintenance) downtime, the state will still be RUNNING, but the database/up metric will report 0. SUSPENDED: The instance is not available, for example due to problems with billing. RUNNABLE: The instance has been stopped by owner. It is not currently running, but it's ready to be restarted. PENDING_CREATE: The instance is being created. MAINTENANCE: The instance is down for maintenance. FAILED: The instance creation failed or an operation left the instance in an unknown bad state. UNKNOWN_STATE: The state of the instance is unknown. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.up,Server up,GAUGE,INT64,1,cloudsql_database,"Indicates if the server is up or not. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
gcp.cloudsql.database.uptime,Uptime,DELTA,INT64,s,cloudsql_database,"Delta count of the time in seconds the instance has been running. Sampled every 60 seconds. After sampling, data is not visible for up to 210 seconds."
